,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,team_name,team_id,position
226,,,154048,0,0,-2,2,0,3,1.0,1.0,1,Stephy,1.0,298,False,,,53,154048.jpg,2.4,Mavididi,0.4,False,,a,11,13,33,165208,294,180203,2098,0.2,6.2,Mavididi,241.0,697,2,0,1,13,0,0,0,2,0,0,3,115,145.2,194.8,132.0,46.8,7,1.07,2.2,3.27,14.69,204,82,79,62,115,75,134,77,,,1.0,,4.0,,0.14,0.0,0.28,0.42,1.9,1.68,148,87,273,140,199,88,275,90,0.9,0.13,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
227,,,461587,0,0,-3,3,0,3,2.5,2.5,2,Kasey,2.5,299,False,,,47,461587.jpg,1.9,McAteer,0.1,False,,a,11,13,15,6763,747,5219,324,0.5,3.2,McAteer,104.0,240,0,1,1,2,0,0,0,0,0,0,0,45,47.8,31.6,42.0,11.9,3,0.5,0.07,0.57,5.36,342,161,296,174,247,137,325,160,,,,,,,0.19,0.0,0.03,0.22,2.01,0.75,335,218,122,63,260,117,482,179,1.12,0.38,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
228,75.0,,203341,0,0,0,0,1,3,1.1,1.5,1,Wilfred,1.5,300,False,Hamstring injury - 75% chance of playing,2024-12-09T09:30:06.387859Z,50,203341.jpg,2.5,Ndidi,0.3,False,,d,11,13,37,105342,236,96725,2061,0.3,7.4,Ndidi,157.0,1216,0,4,1,25,1,0,0,4,0,0,1,204,326.6,155.6,187.0,66.8,15,1.53,1.13,2.66,26.39,39,12,118,85,70,43,66,42,,,,,,,0.11,0.0,0.08,0.19,1.95,1.85,199,124,213,105,174,72,308,100,1.11,0.07,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
229,25.0,25.0,157668,0,0,0,0,0,3,0.1,0.1,0,Harry,0.2,309,False,Groin Injury - 25% chance of playing,2024-11-23T17:30:08.809600Z,45,157668.jpg,2.1,Winks,8.0,False,,d,11,13,23,1183698,650,1685346,41533,0.0,5.1,Winks,241.0,865,0,2,0,19,0,0,0,3,0,0,0,160,168.0,209.7,21.0,40.0,10,0.16,1.18,1.34,16.72,179,70,69,54,295,161,166,95,2.0,,,,,,0.02,0.0,0.12,0.14,1.74,1.98,365,228,365,173,230,101,49,13,1.04,0.0,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
230,,,209042,0,0,-2,2,0,3,0.8,0.8,1,Oliver,0.8,501,False,,,48,209042.jpg,1.3,Skipp,0.0,False,,a,11,13,12,3674,50,5420,70,0.2,2.5,Skipp,241.0,544,0,0,1,11,0,0,0,3,0,0,0,60,62.8,74.3,9.0,14.6,5,0.05,0.25,0.3,15.23,320,151,209,133,346,187,315,157,,,,,,,0.01,0.0,0.04,0.05,2.52,1.82,302,200,294,149,348,167,533,213,0.83,0.17,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
231,0.0,0.0,531442,0,0,-3,3,0,3,0.0,0.0,0,Abdul,0.0,570,False,Knee injury - Expected back 01 Jun,2024-11-21T10:30:09.372550Z,52,531442.jpg,2.4,Fatawu,0.2,False,,i,11,13,26,68583,27,97438,630,0.0,5.0,A.Fatawu,81.0,576,0,2,0,14,0,0,0,0,0,0,3,125,147.6,104.3,148.0,40.1,6,0.41,1.42,1.83,11.0,201,81,169,111,98,63,165,94,,,,,,,0.06,0.0,0.22,0.28,1.72,2.19,173,105,664,299,198,87,348,119,0.94,0.0,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
232,,,513527,0,0,-2,2,1,3,4.5,4.5,2,Bilal,4.5,635,False,,,48,513527.jpg,2.6,El Khannouss,0.2,False,,a,11,13,26,31480,3504,7030,1859,0.9,5.4,El Khannouss,145.0,428,1,1,1,10,0,0,0,0,0,0,3,93,94.8,138.7,29.0,26.1,5,0.19,0.88,1.07,11.11,273,123,130,92,280,154,245,123,,,,,,,0.04,0.0,0.19,0.23,2.34,2.1,321,210,45,22,160,66,330,107,1.05,0.21,3,1075,1100,1060,1120,1090,1080,Leicester,11,MID
233,25.0,25.0,194634,0,0,-3,3,0,3,0.2,0.0,0,Diogo,0.0,317,False,Rib Injury - 25% chance of playing,2024-10-20T21:30:07.041173Z,72,194634.jpg,5.0,Teixeira da Silva,2.7,False,,d,12,14,35,1023283,285,2411328,4288,0.0,4.9,Diogo J.,173.0,492,2,3,4,1,0,0,0,1,0,0,1,85,105.0,55.1,157.0,31.6,7,2.72,0.32,3.04,3.14,255,111,251,155,97,62,210,106,,,,,,,0.5,0.0,0.06,0.56,0.57,0.18,20,13,691,315,20,10,113,33,1.28,0.73,5,1350,1365,1360,1370,1340,1360,Liverpool,12,MID
234,,,441266,0,0,0,0,0,3,3.7,0.0,0,Ryan,2.7,323,False,,,50,441266.jpg,2.5,Gravenberch,0.9,False,,a,12,14,35,181423,2769,127503,3954,0.5,7.0,Gravenberch,152.0,1236,0,1,7,10,0,0,0,4,0,0,1,232,199.2,169.6,49.0,41.8,14,0.62,1.43,2.05,12.71,144,52,99,74,232,127,149,87,,,,,,,0.05,0.0,0.1,0.15,0.93,0.73,217,138,112,60,175,73,215,66,1.02,0.51,5,1350,1365,1360,1370,1340,1360,Liverpool,12,MID
235,100.0,100.0,206915,0,0,-2,2,1,3,4.3,0.0,0,Curtis,3.3,324,False,,2024-08-27T11:00:05.666567Z,53,206915.jpg,3.5,Jones,0.7,False,,a,12,14,38,114740,4741,63159,3331,0.6,7.2,Jones,241.0,564,2,2,2,8,0,0,0,0,0,0,3,171,177.8,99.5,186.0,46.4,6,1.92,0.2,2.12,7.98,171,65,174,114,72,45,136,79,,,,,,,0.31,0.0,0.03,0.34,1.27,1.28,150,89,81,43,78,36,236,76,0.96,0.32,5,1350,1365,1360,1370,1340,1360,Liverpool,12,MID
236,,,244731,-1,1,-1,1,3,3,3.7,0.0,0,Luis,2.7,327,False,,,74,244731.jpg,5.1,Díaz,16.7,False,,a,12,14,72,4290352,16275,3600336,77005,0.4,9.7,Luis Díaz,48.0,787,5,3,7,4,0,0,0,0,0,0,8,225,280.8,232.6,308.0,82.1,9,3.14,1.44,4.58,7.2,72,24,58,47,34,19,37,25,,,,,,,0.36,0.0,0.16,0.52,0.82,0.46,18,12,117,62,15,7,23,7,1.03,0.8,5,1350,1365,1360,1370,1340,1360,Liverpool,12,MID
237,,,118748,0,0,8,-8,6,3,15.7,0.0,0,Mohamed,14.7,328,True,,,133,118748.jpg,10.8,Salah,61.0,False,,a,12,14,151,4846600,138976,2017272,9850,1.1,11.4,M.Salah,63.0,1227,13,8,7,11,0,0,0,1,0,0,28,483,683.0,354.6,772.0,180.8,14,10.26,2.92,13.18,13.36,1,1,23,19,2,1,1,1,,,,,2.0,,0.75,0.0,0.21,0.96,0.98,0.81,2,1,1,1,1,1,1,1,1.03,0.51,5,1350,1365,1360,1370,1340,1360,Liverpool,12,MID
238,0.0,0.0,243016,0,0,-3,3,0,3,0.0,0.0,0,Alexis,1.7,329,False,Suspended until 22 Dec,2024-12-05T00:30:08.282606Z,62,243016.jpg,1.8,Mac Allister,1.3,False,,s,12,14,25,95935,119,253017,5536,0.3,4.0,Mac Allister,10.0,984,0,0,6,7,0,0,0,5,0,0,0,158,149.0,233.2,126.0,50.9,12,0.57,1.65,2.22,10.17,200,80,57,46,121,79,114,67,,,,,,,0.05,0.0,0.15,0.2,0.93,0.64,67,43,200,97,284,133,185,53,1.1,0.55,5,1350,1365,1360,1370,1340,1360,Liverpool,12,MID
239,,,424876,0,0,-2,2,0,3,5.7,0.0,0,Dominik,4.7,336,False,,,63,424876.jpg,2.9,Szoboszlai,1.5,False,,a,12,14,41,242416,3075,339804,3947,0.7,6.5,Szoboszlai,98.0,947,1,2,5,7,0,0,0,3,0,0,4,198,163.8,312.1,191.0,66.9,10,1.9,1.75,3.65,9.5,182,72,33,28,69,42,65,41,,,,,,,0.18,0.0,0.17,0.35,0.9,0.67,56,34,40,21,138,59,165,47,0.95,0.48,5,1350,1365,1360,1370,1340,1360,Liverpool,12,MID
240,,,165809,0,0,-2,2,0,3,5.0,5.0,5,Bernardo,4.0,342,False,,,63,165809.jpg,3.3,Veiga de Carvalho e Silva,3.7,False,,a,13,43,49,773121,6229,926517,9239,0.6,7.8,Bernardo,173.0,1194,1,4,3,20,0,0,0,4,0,0,5,264,261.6,459.6,367.0,108.7,13,2.38,2.86,5.24,19.18,86,29,8,7,24,12,12,9,,,,,,,0.18,0.0,0.22,0.4,1.45,1.51,51,29,64,32,92,42,98,30,0.98,0.23,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
241,100.0,100.0,61366,1,-1,0,0,2,3,5.2,5.2,2,Kevin,4.2,345,False,,2024-09-18T23:00:07.299083Z,95,61366.jpg,4.0,De Bruyne,5.5,False,,a,13,43,36,922792,12268,1294587,41347,0.4,3.8,De Bruyne,21.0,557,2,2,2,8,0,0,0,2,0,0,5,167,182.2,389.9,168.0,73.8,6,2.05,3.21,5.26,7.14,164,61,17,14,87,54,47,30,1.0,,1.0,,4.0,,0.33,0.0,0.52,0.85,1.15,1.29,6,5,58,29,52,24,69,21,0.97,0.32,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
242,100.0,100.0,248875,0,0,-3,3,0,3,4.8,4.8,1,Jérémy,3.8,346,False,,2024-11-13T14:30:08.065449Z,62,248875.jpg,3.4,Doku,1.9,False,,a,13,43,37,404149,4213,596788,9644,0.6,6.0,Doku,21.0,536,2,2,2,7,0,0,0,0,0,0,2,177,188.8,187.0,202.0,57.9,6,0.67,1.33,2.0,6.24,157,58,88,68,63,38,91,55,,,,,,,0.11,0.0,0.22,0.33,1.05,1.18,69,45,77,40,82,39,143,43,1.01,0.34,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
243,50.0,0.0,209244,0,0,-4,4,0,3,0.9,0.0,0,Phil,0.8,348,False,Illness - 50% chance of playing,2024-12-05T00:30:08.366700Z,91,209244.jpg,1.9,Foden,4.0,False,,d,13,43,19,696100,138,2057737,13057,0.1,2.1,Foden,241.0,628,0,1,1,11,0,0,0,1,0,0,0,108,73.0,295.9,128.0,49.8,6,1.38,2.83,4.21,13.66,297,137,38,31,119,78,119,69,3.0,,,,,,0.2,0.0,0.41,0.61,1.96,1.58,7,6,306,157,269,124,91,27,0.86,0.14,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
244,100.0,100.0,114283,0,0,-1,1,0,3,2.5,2.5,1,Jack,1.5,349,False,,2024-10-24T16:00:07.517717Z,64,114283.jpg,1.9,Grealish,0.2,False,,a,13,43,21,38968,497,44200,853,0.2,3.3,Grealish,241.0,463,0,1,1,5,0,0,0,2,0,0,3,119,102.6,256.0,161.0,52.0,5,0.64,1.22,1.86,7.19,260,115,47,38,95,60,111,66,6.0,,,,,,0.12,0.0,0.24,0.36,1.4,0.97,49,28,219,110,268,123,341,114,0.97,0.19,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
245,0.0,0.0,91651,0,0,-1,1,2,3,0.0,0.0,0,Mateo,0.0,354,False,Unknown - Expected back 21 Dec,2024-11-22T17:30:09.194248Z,54,91651.jpg,4.1,Kovačić,1.3,False,,i,13,43,45,674878,49,674178,7976,0.0,8.3,Kovačić,97.0,878,3,1,2,13,0,0,0,3,0,0,8,225,245.4,243.7,104.0,59.3,10,0.98,1.27,2.24,13.28,98,33,53,44,140,89,87,53,,,,,,,0.1,0.0,0.13,0.23,1.36,1.33,126,77,669,301,41,16,184,52,1.03,0.21,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
246,100.0,100.0,465351,0,0,-1,1,0,3,3.0,3.0,7,Matheus Luiz,2.0,356,False,,2024-11-11T16:00:06.757704Z,49,465351.jpg,2.4,Nunes,0.2,False,,a,13,43,26,68457,1510,56577,870,0.4,5.3,Matheus N.,173.0,437,0,3,1,7,0,0,0,1,0,0,2,110,128.4,202.7,81.0,41.3,5,0.17,1.69,1.86,8.35,226,95,74,58,174,106,156,90,5.0,,,,,,0.04,0.0,0.35,0.39,1.72,1.44,277,181,167,80,194,83,372,130,1.03,0.21,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
247,100.0,100.0,510281,0,0,0,0,0,3,2.5,2.5,2,Sávio 'Savinho',1.5,571,False,,2024-10-31T02:30:07.756984Z,65,510281.jpg,2.9,Moreira de Oliveira,0.9,False,,a,13,43,35,486422,749,477087,5171,0.2,5.4,Sávio,30.0,710,0,3,2,11,0,0,0,2,0,0,6,152,143.4,328.2,256.0,72.8,9,2.09,2.98,5.07,8.47,206,83,28,23,46,28,49,31,4.0,,4.0,,,,0.26,0.0,0.38,0.64,1.07,1.39,47,27,220,111,139,60,207,62,1.14,0.25,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
248,,,59859,0,0,0,0,0,3,2.8,2.8,2,Ilkay,1.8,625,False,,,65,59859.jpg,2.0,Gündogan,0.5,False,,a,13,43,28,131573,895,109678,2463,0.3,4.3,Gündogan,80.0,950,0,1,2,16,0,0,0,1,0,0,0,168,131.6,345.4,131.0,60.7,11,1.55,1.59,3.13,17.71,223,93,25,21,117,77,81,50,2.0,,2.0,,,,0.15,0.0,0.15,0.3,1.68,1.52,42,23,199,96,251,115,266,84,1.04,0.19,5,1355,1370,1350,1350,1360,1390,Man City,13,MID
249,100.0,100.0,493250,1,-1,1,-1,0,3,5.2,6.2,5,Amad,6.2,364,False,,2024-11-08T18:30:07.952497Z,51,493250.jpg,4.0,Diallo,7.1,False,,a,14,1,52,1053561,50933,666302,15661,1.2,10.2,Amad,54.0,793,1,6,5,10,0,0,0,2,0,0,5,225,258.2,283.0,225.0,76.7,8,1.28,1.3,2.58,13.49,88,30,41,33,54,33,43,29,3.0,,,,,,0.15,0.0,0.15,0.3,1.53,1.13,184,113,11,8,49,21,55,16,0.91,0.57,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
250,100.0,100.0,141746,0,0,0,0,2,3,4.5,5.5,9,Bruno,5.5,366,False,,2024-09-29T21:00:06.390627Z,85,141746.jpg,4.8,Borges Fernandes,15.1,False,,a,14,1,72,1698191,23938,2069800,77126,0.6,8.5,B.Fernandes,173.0,1249,3,6,6,17,0,0,0,1,1,0,8,313,374.4,458.1,236.0,106.6,15,4.42,2.72,7.14,18.96,21,8,9,8,50,31,13,10,2.0,,1.0,,1.0,,0.32,0.0,0.2,0.52,1.37,1.22,10,7,21,15,25,13,27,8,1.08,0.43,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
251,100.0,100.0,61256,0,0,-2,2,1,3,0.0,1.0,0,Carlos Henrique,1.0,368,False,,2024-11-10T23:00:08.039181Z,48,61256.jpg,2.4,Casimiro,0.6,False,,a,14,1,29,114900,779,121654,4336,0.2,6.0,Casemiro,30.0,743,1,0,3,11,0,0,0,1,0,0,3,169,223.6,203.1,118.0,54.5,9,0.93,1.37,2.3,13.32,123,43,73,57,126,81,99,60,,,,,,,0.11,0.0,0.17,0.28,1.61,1.33,289,188,263,132,189,78,238,77,1.09,0.36,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
252,100.0,100.0,80607,0,0,-1,1,0,3,-0.5,0.5,0,Christian,0.5,370,False,,2024-11-01T10:30:06.566158Z,54,80607.jpg,1.8,Eriksen,0.2,False,,a,14,1,16,21323,180,30419,556,0.1,3.0,Eriksen,58.0,505,0,0,3,4,0,0,0,2,0,0,0,97,75.4,226.3,20.0,32.2,6,0.12,1.08,1.2,8.79,295,136,62,48,303,168,205,105,1.0,,4.0,,,,0.02,0.0,0.19,0.21,1.57,0.71,125,76,334,167,282,132,371,129,1.07,0.53,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
253,100.0,100.0,493105,0,0,-2,2,1,3,1.0,2.0,4,Alejandro,2.0,372,False,,2024-10-07T15:30:06.108745Z,63,493105.jpg,3.2,Garnacho,8.1,False,,a,14,1,48,1104892,3717,2023024,47963,0.3,7.6,Garnacho,10.0,937,3,2,2,16,0,0,0,1,0,0,3,158,198.8,162.9,411.0,77.0,10,4.01,0.58,4.59,16.24,145,53,110,80,17,8,42,28,,,,,,,0.39,0.0,0.06,0.45,1.56,1.54,58,36,176,87,102,45,48,12,0.96,0.19,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
254,100.0,100.0,516895,0,0,-3,3,0,3,0.0,1.0,2,Kobbie,1.0,378,False,,2024-12-02T00:00:08.519876Z,52,516895.jpg,1.9,Mainoo,2.0,False,,a,14,1,17,131144,1209,574142,2015,0.2,3.3,Mainoo,241.0,740,0,0,5,9,0,0,0,5,0,0,0,119,89.8,92.8,36.0,22.1,9,0.16,0.69,0.85,9.93,278,126,186,120,258,143,265,131,,,,,,,0.02,0.0,0.08,0.1,1.21,1.09,172,104,272,139,264,120,138,41,1.09,0.61,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
255,,,176297,0,0,0,0,1,3,5.0,6.0,1,Marcus,6.0,385,False,,,70,176297.jpg,3.6,Rashford,5.0,False,,a,14,1,54,664183,7270,635168,61874,0.9,7.7,Rashford,241.0,975,4,1,5,9,0,0,0,2,0,0,3,186,238.8,254.7,194.0,68.9,12,1.6,1.36,2.96,14.79,105,36,48,39,68,41,58,36,,,2.0,,3.0,,0.15,0.0,0.13,0.28,1.37,0.83,27,15,13,9,73,34,79,24,1.11,0.46,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
256,100.0,100.0,232112,0,0,-1,1,0,3,0.2,1.2,2,Manuel,1.2,652,False,,2024-10-16T15:00:07.568257Z,49,232112.jpg,1.3,Ugarte,0.1,False,,a,14,1,13,22616,306,16935,517,0.2,2.7,Ugarte,230.0,500,0,0,1,8,0,0,0,3,0,0,0,79,95.0,80.7,6.0,17.9,5,0.01,0.35,0.36,8.41,272,122,198,126,366,197,293,147,,,,,,,0.0,0.0,0.06,0.06,1.51,1.44,269,174,239,121,351,170,449,162,0.9,0.18,3,1125,1155,1130,1140,1120,1170,Man Utd,14,MID
257,,,201666,0,0,-3,3,0,3,2.8,2.8,7,Harvey,2.8,392,False,,,62,201666.jpg,4.0,Barnes,2.1,False,,a,15,4,60,669267,13356,543880,5735,0.5,9.7,Barnes,241.0,692,5,1,1,13,0,0,0,0,0,0,9,199,233.0,152.8,222.0,60.9,6,1.9,1.71,3.61,11.8,112,39,121,88,56,35,80,49,,,,,,,0.25,0.0,0.22,0.47,1.53,1.69,61,39,109,58,51,23,134,39,0.78,0.13,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
258,100.0,100.0,208706,0,0,-4,4,0,3,3.5,3.5,2,Bruno,3.5,394,False,,2024-11-26T02:30:08.074203Z,61,208706.jpg,2.8,Guimarães Rodriguez Moura,1.6,False,,a,15,4,42,90801,3104,275776,3149,0.6,6.9,Bruno G.,30.0,1333,0,3,3,21,0,0,0,2,0,0,2,233,238.2,241.1,88.0,56.8,15,0.98,1.25,2.23,20.11,108,37,55,45,164,102,92,56,,,,,,,0.07,0.0,0.08,0.15,1.36,1.42,75,49,80,42,147,63,159,46,1.01,0.2,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
259,100.0,100.0,232826,0,0,-3,3,0,3,4.0,4.0,1,Anthony,4.0,398,False,,2024-11-10T23:00:08.179603Z,72,232826.jpg,3.9,Gordon,8.6,False,,a,15,4,55,742555,26397,2328658,23830,0.6,7.6,Gordon,241.0,1103,3,2,4,14,0,0,1,1,0,0,6,229,249.0,429.6,342.0,102.2,13,4.97,2.26,7.23,16.38,96,32,12,11,27,14,17,13,3.0,,,,3.0,,0.41,0.0,0.18,0.59,1.34,1.14,22,14,69,35,61,29,46,11,1.06,0.33,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
260,100.0,100.0,114243,0,0,-6,6,0,3,2.5,2.5,7,Jacob,2.5,402,False,,2024-10-31T02:30:07.555512Z,49,114243.jpg,2.4,Murphy,0.3,False,,a,15,4,29,34716,3740,206041,508,0.5,5.9,J.Murphy,241.0,647,0,4,1,10,0,0,0,1,0,0,0,97,126.0,164.5,94.0,38.3,8,1.07,1.65,2.72,8.11,233,98,105,78,151,94,176,98,,,,,,,0.15,0.0,0.23,0.38,1.13,1.39,245,157,125,64,191,80,314,102,1.11,0.14,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
261,,,180974,0,0,0,0,2,3,1.8,1.8,1,Joelinton Cássio,1.8,403,False,,,60,180974.jpg,2.9,Apolinário de Lira,1.4,False,,a,15,4,43,324858,2015,339601,4953,0.3,7.2,Joelinton,30.0,1230,2,0,3,19,0,0,0,4,0,0,6,155,214.6,204.0,237.0,65.8,15,1.82,0.88,2.7,18.25,132,46,72,56,49,30,69,44,,,,,,,0.13,0.0,0.06,0.19,1.34,1.39,78,50,197,95,137,58,172,49,1.1,0.22,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
262,,,180135,0,0,-3,3,0,3,1.2,1.2,2,Sean,1.2,410,False,,,47,180135.jpg,1.6,Longstaff,0.6,False,,a,15,4,23,66400,2141,119544,1923,0.3,4.9,Longstaff,241.0,655,0,1,2,10,0,0,0,2,0,0,0,93,85.8,60.3,60.0,20.6,8,0.6,0.21,0.81,8.92,286,131,236,147,213,121,273,137,,,,,,,0.08,0.0,0.03,0.11,1.23,1.37,331,216,232,115,300,138,246,79,1.1,0.27,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
263,100.0,100.0,432422,0,0,0,0,0,3,1.2,1.2,1,Sandro,1.2,417,False,,2024-07-17T13:30:05.060878Z,55,432422.jpg,1.5,Tonali,0.3,False,,a,15,4,19,60121,976,47890,1524,0.2,3.5,Tonali,106.0,647,0,1,1,10,0,0,0,4,0,0,0,105,114.2,77.4,89.0,28.1,6,1.02,0.32,1.34,10.02,241,103,202,127,160,100,231,119,,,4.0,,,,0.14,0.0,0.04,0.18,1.39,1.39,118,72,247,125,327,152,312,101,0.83,0.14,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
264,100.0,100.0,200089,0,0,-2,2,0,3,1.0,1.0,0,Joe,1.0,420,False,,2024-11-26T02:30:08.104296Z,48,200089.jpg,1.5,Willock,0.2,False,,a,15,4,18,32957,324,34167,795,0.2,3.8,Willock,241.0,443,0,1,2,4,0,0,0,2,0,0,0,68,71.4,136.9,80.0,28.9,5,0.51,0.52,1.03,6.37,303,139,132,93,175,107,226,116,,,,,,,0.1,0.0,0.11,0.21,1.29,0.81,300,199,265,134,317,144,385,134,1.02,0.41,3,1115,1220,1100,1130,1130,1310,Newcastle,15,MID
265,100.0,100.0,215379,0,0,0,0,0,3,2.2,2.2,5,Elliot,2.2,423,False,,2024-11-13T15:30:08.535910Z,50,215379.jpg,2.6,Anderson,0.2,False,,a,16,17,37,31040,681,31807,463,0.4,7.4,Anderson,241.0,814,0,4,4,11,0,0,0,3,0,0,2,203,227.6,288.7,147.0,66.2,10,0.77,1.29,2.06,10.13,120,42,39,32,99,64,68,43,3.0,,,,,,0.09,0.0,0.14,0.23,1.12,1.22,204,128,151,74,163,68,377,131,1.11,0.44,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
266,,,250199,0,0,-2,2,0,3,1.2,1.2,1,Nicolás,1.2,431,False,,,48,250199.jpg,1.3,Domínguez,0.0,False,,a,16,17,17,3315,90,4250,128,0.3,3.5,Dominguez,10.0,699,0,0,2,10,0,0,0,4,0,0,0,90,127.6,76.5,87.0,29.1,8,0.72,0.27,0.99,10.7,229,97,205,130,165,103,225,115,,,,,,,0.09,0.0,0.03,0.12,1.38,1.29,313,206,238,120,349,168,547,221,1.03,0.26,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
267,100.0,100.0,449434,0,0,-4,4,0,3,1.2,1.2,1,Anthony,1.2,432,False,,2024-11-23T22:30:08.527966Z,51,449434.jpg,2.0,Elanga,0.7,False,,a,16,17,30,68378,704,223810,2015,0.2,5.9,Elanga,206.0,804,0,2,3,12,0,0,0,1,0,0,0,104,103.6,225.5,131.0,46.3,10,0.86,1.49,2.35,10.78,258,113,63,49,116,76,137,80,2.0,,2.0,,,,0.1,0.0,0.17,0.27,1.21,1.34,182,111,242,122,248,112,235,75,1.12,0.34,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
268,100.0,100.0,222531,0,0,-2,2,1,3,4.0,4.0,13,Morgan,4.0,433,False,,2024-11-23T22:30:08.545151Z,63,222531.jpg,3.4,Gibbs-White,1.1,False,,a,16,17,37,197695,10999,556663,1353,0.6,5.9,Gibbs-White,241.0,844,2,1,4,11,0,0,0,3,1,0,5,144,197.2,271.8,248.0,71.7,11,1.48,1.62,3.1,10.1,147,54,44,35,47,29,54,34,,,4.0,,2.0,,0.16,0.0,0.17,0.33,1.08,1.17,54,32,65,33,83,40,195,58,1.17,0.43,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
269,100.0,100.0,209046,0,0,-1,1,1,3,2.5,2.5,5,Callum,2.5,434,False,,2024-10-23T08:00:07.622507Z,54,209046.jpg,3.4,Hudson-Odoi,1.9,False,,a,16,17,48,314372,3612,468312,6405,0.5,8.9,Hudson-Odoi,241.0,1050,2,2,5,11,0,0,0,1,0,0,3,208,201.8,318.8,200.0,71.7,12,1.27,1.23,2.5,10.12,142,50,31,26,64,39,53,33,,,,,,,0.11,0.0,0.11,0.22,0.87,0.94,132,78,132,66,81,38,145,44,1.03,0.43,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
270,100.0,100.0,204968,0,0,-1,1,0,3,1.8,1.8,2,Ryan,1.8,449,False,,2024-08-30T04:00:05.695621Z,49,204968.jpg,2.5,Yates,0.2,False,,a,16,17,37,55779,248,50281,1075,0.4,7.6,Yates,241.0,1121,1,1,4,14,0,0,0,4,0,0,3,168,168.8,163.5,165.0,49.7,11,1.61,0.38,1.99,15.2,178,69,108,79,90,57,120,70,,,,,,,0.13,0.0,0.03,0.16,1.22,1.12,262,169,186,89,173,71,333,109,0.88,0.32,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
271,100.0,100.0,510500,0,0,-1,1,0,3,2.5,2.5,1,João Pedro,2.5,596,False,,2024-11-01T10:30:06.942890Z,59,510500.jpg,1.6,Ferreira Silva,0.1,False,,a,16,17,22,11041,490,17320,316,0.4,3.7,Jota Silva,173.0,472,0,2,1,9,0,0,0,2,0,0,0,89,68.0,103.3,95.0,26.8,3,0.52,1.52,2.04,7.33,310,145,170,112,150,93,239,121,,,,,,,0.1,0.0,0.29,0.39,1.4,1.72,86,54,136,69,306,142,432,156,0.57,0.19,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
